participant_id,MAE,MAE_SE,RMSE,RMSE_SE,MAPE,MAPE_SE,Pearson,Pearson_SE,SNR,SNR_SE,num_windows,mean_prediction,mean_ground_truth,std_prediction,std_ground_truth
subject43,45.703125,0.0,45.703125,0.0,44.827586206896555,0.0,,,-10.729828902426359,0.0,1,56.25,101.953125,0.0,0.0
subject44,29.8828125,0.0,29.8828125,0.0,37.77777777777778,0.0,,,-6.3842225213456665,0.0,1,49.21875,79.1015625,0.0,0.0
subject45,0.0,0.0,0.0,0.0,0.0,0.0,,,-5.902219173701937,0.0,1,111.62109375,111.62109375,0.0,0.0
subject46,14.94140625,0.0,14.94140625,0.0,16.346153846153847,0.0,,,-8.825551292656478,0.0,1,76.46484375,91.40625,0.0,0.0
subject47,7.03125,0.0,7.03125,0.0,6.666666666666667,0.0,,,-4.589192408119702,0.0,1,112.5,105.46875,0.0,0.0
subject48,0.0,0.0,0.0,0.0,0.0,0.0,,,-6.245209740324719,0.0,1,91.40625,91.40625,0.0,0.0
subject49,1.7578125,0.0,1.7578125,0.0,2.0408163265306123,0.0,,,2.0784182946009584,0.0,1,87.890625,86.1328125,0.0,0.0
subject4,0.0,0.0,0.0,0.0,0.0,0.0,,,-2.650462306439505,0.0,1,112.5,112.5,0.0,0.0
subject5,0.87890625,0.0,0.87890625,0.0,0.8695652173913043,0.0,,,0.00022870633100574182,0.0,1,100.1953125,101.07421875,0.0,0.0
subject8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0033005550046749568,0.0,1,112.5,112.5,0.0,0.0
subject9,60.64453125,0.0,60.64453125,0.0,56.557377049180324,0.0,,,-8.388418942657118,0.0,1,46.58203125,107.2265625,0.0,0.0
